Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,Memory,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
Dell,Workstation,15.6,3840,2160,0,Intel,"Xeon E3-1505M",3.0,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.8,162770
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"512GB SSD",SSD,512,0,Nvidia,N/A,2.4,74485
Dell,Notebook,15.6,1366,768,1,Intel,"Core i3",2.4,6,"1TB HDD",HDD,1024,0,Intel,window,2.3,23390
Dell,Ultrabook,13.3,3840,2160,1,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,Intel,window,1.21,103843
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,Intel,window,?,77203
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"1TB HDD",HDD,1024,0,Nvidia,linux,2.4,41505
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.9,74965
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,N/A,2.1,18595
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,N/A,2.2,29251
Huawei,Ultrabook,13.0,2160,1440,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.05,79867
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,AMD,window,1.4,49651
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,N/A,2.8,31382
HP,Notebook,14.0,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,Nvidia,window,1.63,54932
Dell,Ultrabook,14.0,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,1.6,61219
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",1.8,16,"512GB SSD",SSD,512,0,Intel,window,1.62,68145
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,AMD,linux,2.2,36089
Lenovo,"2 in 1 Convertible",14.0,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,1.74,47899
Toshiba,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.2,72621
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,8,"1TB HDD",HDD,1024,0,Intel,window,2.1,42304
Dell,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.42,130874
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Nvidia,window,2.2,44329
Dell,Notebook,15.6,1920,1080,1,Intel,"Core i7",2.7,16,"1TB HDD",HDD,1024,0,AMD,window,2.3,45768
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2,40972
Asus,Notebook,17.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD +  500GB HDD",Hybrid,256,500,Nvidia,window,2.69,47472
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,AMD,window,1.9,67612
Asus,Notebook,15.6,1366,768,0,Intel,"Core i3",2.4,4,"1TB HDD",HDD,1024,0,Intel,window,2.37,21258
HP,Notebook,15.6,1366,768,0,AMD,"E-Series 9000e",1.5,4,"500GB HDD",HDD,500,0,AMD,window,2.1,17582
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,3.2,79867
Dell,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.6,45768
Acer,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5",2.3,8,"256GB SSD",SSD,256,0,Intel,window,1.6,36710
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,16,"256GB SSD",SSD,256,0,AMD,linux,2.36,47899
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Intel,linux,2.1,20779
Asus,Notebook,15.6,1920,1080,0,AMD,"A10-Series A10-9620P",2.5,4,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,window,2.2,30636
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.9,32,"512GB SSD +  1TB HDD",Hybrid,512,1024,Nvidia,window,4.7,207259
Acer,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.5,45075
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,8,"128GB SSD",SSD,128,0,Intel,window,7.2,31382
Asus,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.1,61006
Asus,Notebook,17.3,1920,1080,0,Intel,"Core i7",2.7,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,N/A,2.69,47366
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.56,46833
Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.38,57489
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"128GB SSD +  2TB HDD",Hybrid,128,2048,AMD,window,2.2,52481
HP,Notebook,15.6,1366,768,1,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Intel,window,2.04,29784
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.9,16,"256GB SSD",SSD,256,0,Nvidia,window,3.6,159787
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5",1.6,4,"500GB HDD",HDD,500,0,Intel,window,1.49,35964
Apple,Ultrabook,13.3,2560,1600,0,Intel,"Core i5",3.1,8,"512GB SSD",SSD,512,0,Intel,macos,1.37,108691
Dell,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",1.8,8,"1TB HDD",HDD,1024,0,Intel,window,2.08,43636
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,4.3,95851
Asus,Notebook,15.6,1366,768,0,AMD,"A9-Series 9420",3.0,4,"1TB HDD",HDD,1024,0,AMD,window,1.68,24988
Lenovo,"2 in 1 Convertible",13.9,1920,1080,1,Intel,"Core i7",1.8,8,"512GB SSD",SSD,512,0,Intel,window,1.37,98515
Acer,Notebook,17.3,1920,1080,0,Intel,"Core i3",2.7,4,"256GB SSD",SSD,256,0,Nvidia,window,3,37403
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,1.41,50563
HP,Notebook,15.6,1366,768,0,AMD,"A6-Series A6-9220",2.5,8,"128GB SSD",SSD,128,0,AMD,window,1.91,23758
HP,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.8,16,"1TB HDD",HDD,1024,0,Nvidia,window,2.9,56424
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"512GB SSD +  1TB HDD",Hybrid,512,1024,Nvidia,window,4.14,133147
Lenovo,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",2.8,8,"512GB SSD",SSD,512,0,Nvidia,window,2,90523
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,window,2.8,60846
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"256GB SSD",SSD,256,0,Intel,N/A,2.2,23656
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,4,"500GB HDD",HDD,500,0,Intel,window,2.1,38468
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,4,"1TB HDD",HDD,1024,0,Intel,window,2.18,35005
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,AMD,window,2.24,30103
Dell,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,2.67,42571
Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",1.8,8,"512GB SSD +  512GB SSD",SSD,512,512,Intel,window,4.1,79867
HP,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.8,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.5,54239
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,Intel,window,2.05,46886
Apple,Ultrabook,13.3,2560,1600,0,Intel,"Core i5",2.9,8,"512GB SSD",SSD,512,0,Intel,macos,1.37,104370
Asus,Gaming,17.3,1920,1080,0,AMD,"Ryzen 1700",3.0,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,AMD,window,3.2,82531
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,AMD,linux,2.14,39165
Lenovo,"2 in 1 Convertible",14.0,2560,1440,1,Intel,"Core i7",2.6,16,"512GB SSD",SSD,512,0,Intel,window,1.36,133147
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i7",2.5,8,"500GB HDD",HDD,500,0,Nvidia,window,2.2,43263
Dell,Notebook,15.6,1366,768,0,Intel,"Core i7",2.7,12,"1TB HDD",HDD,1024,0,Intel,window,2.3,37992
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,linux,2.8,58555
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.2,39694
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Intel,window,2.8,26054
Lenovo,Notebook,17.3,1920,1080,0,Intel,"Core i7",1.8,8,"2TB HDD",HDD,2048,0,Nvidia,N/A,2.8,45235
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i7",2.7,6,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.8,45768
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,AMD,linux,2.25,22804
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.5,44169
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,6,"256GB SSD",SSD,256,0,Intel,window,2.2,30849
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,Nvidia,window,3,50669
Acer,Notebook,15.6,1920,1080,1,Intel,"Core i7",2.7,12,"1TB HDD",HDD,1024,0,Intel,window,2.15,35112
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.95,58448
Asus,Ultrabook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,1.7,52055
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.5,62817
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"1TB HDD",HDD,1024,0,Nvidia,N/A,2.2,35112
Acer,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.5,2,"16GB SSD",SSD,16,0,Intel,other,2.19,10603
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"1TB HDD",HDD,1024,0,Nvidia,window,3,63243
HP,Notebook,17.3,1600,900,0,Intel,"Core i3",2.0,8,"1TB HDD",HDD,1024,0,Intel,window,2.54,26054
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,2,97449
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Intel,window,2.05,39374
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"1TB HDD",HDD,1024,0,Nvidia,window,3.2,69211
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,linux,2.5,52161
Dell,Workstation,17.3,1920,1080,0,Intel,"Core i7",2.9,16,"256GB SSD",SSD,256,0,Nvidia,window,3.42,153705
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A10-Series 9600P",2.4,6,"1TB HDD",HDD,1024,0,AMD,window,2.4,26587
Asus,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Nvidia,window,1.63,78215
Asus,Notebook,14.0,1366,768,0,Intel,"Core i3",2.4,4,"128GB SSD",SSD,128,0,Intel,window,1.3,27120
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.9,113060
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5",2.5,6,"1TB HDD",HDD,1024,0,Nvidia,window,5.8,34579
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,8,"2TB HDD",HDD,2048,0,Nvidia,N/A,2.2,29251
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.5,67399
Lenovo,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.1,4,"1TB HDD",HDD,1024,0,Intel,N/A,2.2,19180
HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",2.8,16,"256GB SSD",SSD,256,0,Intel,window,1.28,105228
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,2.2,55571
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.3,43636
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Intel,window,1.86,24988
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.1,53227
Dell,Ultrabook,13.3,3840,2160,1,Intel,"Core i7",1.8,16,"1TB SSD",SSD,1024,0,Intel,window,1.21,133147
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.8,111835
Acer,Notebook,15.6,1920,1080,0,AMD,"A8-Series 7410",2.2,8,"256GB SSD",SSD,256,0,AMD,window,2.23,24988
Asus,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual",1.1,2,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.1,14652
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,window,2.33,44968
HP,"2 in 1 Convertible",13.3,3840,2160,1,Intel,"Core i7",1.8,16,"1TB SSD",SSD,1024,0,Intel,window,1.29,130483
Lenovo,Notebook,13.3,1366,768,0,Intel,"Celeron Dual",1.6,4,"16GB Flash Storage","Flash Storage",16,0,Intel,other,1.45,24503
HP,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.95,52214
Acer,Notebook,11.6,1366,768,0,Intel,"Pentium Quad",1.6,4,"128GB Flash Storage","Flash Storage",128,0,Intel,window,1.4,25841
HP,Notebook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.48,68838
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5",2.5,4,"1TB HDD",HDD,1024,0,Nvidia,window,2.79,31382
Asus,Notebook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,2,58288
HP,Notebook,15.6,1366,768,0,Intel,"Core i7",1.8,8,"1TB HDD",HDD,1024,0,Intel,window,2.1,48059
Acer,Notebook,15.6,1366,768,0,AMD,"A12-Series 9720P",2.7,8,"256GB SSD",SSD,256,0,AMD,window,2.2,35112
Lenovo,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.1,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.44,15558
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",2.5,6,"1TB HDD",HDD,1024,0,Intel,window,8.23,29251
Asus,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Nvidia,window,1.7,55939
HP,Ultrabook,12.5,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.26,71129
Dell,Notebook,15.6,3840,2160,1,Intel,"Core i7",2.8,32,"1TB SSD",SSD,1024,0,Nvidia,window,2.06,140606
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.7,63883
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,2.0,50243
Asus,Notebook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD +  1TB HDD",Hybrid,256,1024,Intel,window,2,71076
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"1TB HDD",HDD,1024,0,Intel,window,1.85,23923
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,2.5,53227
HP,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.48,67559
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.84,60952
Asus,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.1,4,"1TB HDD",HDD,1024,0,Intel,linux,2,14651
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD",SSD,256,0,Nvidia,window,2,60886
Dell,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"500GB HDD",HDD,500,0,Intel,linux,2.2,14647
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A12-Series 9720P",3.6,12,"2TB HDD",HDD,2048,0,AMD,window,2.2,47899
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.4,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.1,38148
Lenovo,"2 in 1 Convertible",13.9,3840,2160,1,Intel,"Core i7",1.8,16,"512GB SSD",SSD,512,0,Intel,window,1.4,111835
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,Intel,window,1.2,84129
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  2TB HDD",Hybrid,256,2048,Nvidia,window,2.4,60153
HP,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.6,2,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.44,14865
Dell,Ultrabook,15.6,1920,1080,0,Intel,"Core i7",1.9,16,"512GB SSD +  256GB SSD",SSD,512,256,Intel,window,1.88,85672
Asus,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual",1.1,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.5,19980
Dell,Ultrabook,15.6,1920,1080,0,Intel,"Core i5",1.6,8,"1TB HDD",HDD,1024,0,AMD,window,0.0002,35325
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.84,69477
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.7,75072
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,2.6,92615
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.5,16,"512GB SSD",SSD,512,0,Nvidia,window,2.4,74752
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"128GB SSD +  2TB HDD",Hybrid,128,2048,AMD,window,2.02,51730
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.1,4,"1TB HDD",HDD,1024,0,Intel,N/A,2.2,17156
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Nvidia,window,2.65,53227
Dell,Notebook,15.6,1366,768,1,Intel,"Core i5",2.5,8,"2TB HDD",HDD,2048,0,Intel,window,2.36,29697
Dell,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.6,8,"256GB SSD",SSD,256,0,Intel,window,1.36,76031
HP,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,4,"500GB HDD",HDD,500,0,Intel,window,1.86,23390
Asus,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,2,50350
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5",2.5,6,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.8,38308
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"1TB HDD",HDD,1024,0,Intel,window,1.86,34046
Lenovo,Notebook,15.6,1366,768,0,Intel,"Core i3",2.0,8,"256GB SSD",SSD,256,0,Nvidia,N/A,2.2,26587
HP,Notebook,15.6,1366,768,0,Intel,"Pentium Quad",1.6,8,"2TB HDD",HDD,2048,0,Intel,window,2.04,20726
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i5",1.6,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,AMD,window,2.8,57809
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i5",2.5,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,N/A,2.4,43104
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,AMD,window,2.33,47899
HP,Ultrabook,14.0,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Intel,window,1.36,93240
Asus,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7",2.7,12,"512GB SSD +  2TB HDD",Hybrid,512,2048,Nvidia,window,2.26,58555
Acer,Notebook,15.6,1366,768,0,AMD,"A9-Series 9420",3.0,4,"128GB SSD",SSD,128,0,AMD,window,2.1,22697
Asus,Gaming,17.3,1920,1080,0,AMD,"Ryzen 1700",3.0,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,AMD,window,3.25,117163
Lenovo,Notebook,17.3,1600,900,0,AMD,"A8-Series 7410",2.2,4,"128GB SSD",SSD,128,0,AMD,window,2.6,26054
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,Intel,window,1.62,46301
HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series 9420",3.0,4,"256GB SSD",SSD,256,0,AMD,window,1.91,26053
Lenovo,Netbook,11.6,1366,768,0,Intel,"Celeron Quad",1.1,4,"128GB SSD",SSD,128,0,Intel,window,1.59,29464
Dell,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.6,4,"500GB HDD",HDD,500,0,Intel,window,1.8,16464
Asus,Notebook,14.0,1366,768,0,Intel,"Celeron Dual",1.1,4,"32GB Flash Storage","Flash Storage",32,0,Intel,window,1.5,15238
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"1TB HDD",HDD,1024,0,Nvidia,linux,2.4,45075
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,3.35,63456
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3",2.0,4,"128GB SSD",SSD,128,0,Intel,N/A,1.85,21498
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7",2.8,8,"128GB SSD +  1TB HDD",Hybrid,128,1024,Nvidia,window,2.3,88178
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Nvidia,window,1.5,58555
Asus,Ultrabook,13.3,1920,1080,1,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,1.1,93181
Lenovo,Ultrabook,14.0,2560,1440,0,Intel,"Core i7",2.7,8,"512GB SSD",SSD,512,0,Intel,window,1.13,121585
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i3",2.4,4,"128GB SSD",SSD,128,0,Intel,window,1.5,29251
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i5",2.6,8,"500GB HDD",HDD,500,0,AMD,window,2.23,72940
Dell,Workstation,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,Nvidia,window,2,113753
Lenovo,"2 in 1 Convertible",14.0,2560,1440,1,Intel,"Core i7",2.7,16,"512GB SSD",SSD,512,0,Intel,window,1.42,133680
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"1TB HDD",HDD,1024,0,Nvidia,window,3,55358
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,3,84768
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5",1.6,12,"1TB HDD",HDD,1024,0,Nvidia,window,2.2,36976
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,2.7,71875
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7",2.7,8,"256GB SSD",SSD,256,0,AMD,linux,2.33,41498
HP,Ultrabook,15.6,1920,1080,0,AMD,"A9-Series 9420",3.0,4,"256GB SSD",SSD,256,0,AMD,window,1.91,26587
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7",1.8,8,"256GB SSD",SSD,256,0,AMD,window,2.1,65511
Lenovo,Notebook,14.0,1920,1080,0,Intel,"Core i5",2.5,8,"256GB SSD",SSD,256,0,Intel,window,1.9,49977
Dell,Workstation,15.6,3840,2160,1,Intel,"Core i7",2.8,8,"256GB SSD",SSD,256,0,Nvidia,window,1.78,144495
Lenovo,Ultrabook,14.0,2560,1440,0,Intel,"Core i7",2.7,16,"1TB SSD",SSD,1024,0,Intel,window,1.13,139860
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual",1.1,4,"1TB HDD",HDD,1024,0,Intel,window,2.2,16304
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7",2.8,16,"256GB SSD +  1TB HDD",Hybrid,256,1024,Nvidia,window,2.9,81465
Lenovo,Notebook,25.6,1920,1080,0,Intel,"Core i5",1.6,8,"256GB SSD +  1TB HDD",Hybrid,256,1024,AMD,window,2.1,60979
